Name,Categories,Address,City,State,Postcode,Phone,Website,Email,Fax,latitude,longitude,ABN 2,ACN,Employees,Established,Licence No.,ABN Status,ABN,ABN Type,Country,Banner,Corporate,Corporate 2
Direct Chemist Outlet Gympie,Chemist & Pharmacy Stores,"Shop 16, Goldfields Plaza, Monkland St",Gympie,QLD,4570,(07) 5482 9671,https://www.directchemistoutlet.com.au/,,,-26.187883,152.661544,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Gympie & Direct Sleep Clinic,Chemist & Pharmacy Stores,Shop 16 19 Goldfield Plza,Gympie,QLD,4570,(07) 5482 9671,http://www.directchemistoutlet.com.au,gympie@directchemistoutlet.com.au,,-26.18053524,152.6598842,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Heidelberg West,Chemist & Pharmacy Stores,Shop 1 15-23 Bell St,Heidelberg West,VIC,3081,(03) 9457 5455,http://www.directchemistoutlet.com.au,dpaheidiwest@gmail.com,,-37.748715,145.041828,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Heyfield,Chemist & Pharmacy Stores,16 George St,Heyfield,VIC,3858,(03) 5148 2370,https://www.directchemistoutlet.com.au/,,,-37.981108,146.786326,,,,,,Active,19 705 955 713,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Highton,Chemist & Pharmacy Stores,Barrabool Hills Shop 1 4-46 Province Bvd,Highton,VIC,3216,(03) 5244 0099,http://www.directchemistoutlet.com.au,highton@directchemistoutlet.com.au,,-38.16119,144.306244,,,,,,Active,19 832 744 964,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Kerrimuir,Chemist & Pharmacy Stores,537 Middleborough Rd,Box Hill North,VIC,3129,(03) 9890 2352,https://www.directchemistoutlet.com.au/,,,-37.808266,145.1402,,,,,,Active,80 953 161 237,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Keysborough,Chemist & Pharmacy Stores,Shop 9-10 12 Kingsclere Ave,Keysborough,VIC,3173,(03) 9798 1858,https://www.directchemistoutlet.com.au/,,,-37.980898,145.166273,,,,,,Active,38 640 279 059,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Kilcoy,Chemist & Pharmacy Stores,26A William St,Kilcoy,QLD,4515,(07) 5497 1122,https://www.directchemistoutlet.com.au/,,,-26.942463,152.565387,,,,,,Active,16 236 285 029,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Koo Wee Rup,Chemist & Pharmacy Stores,Woolworths Shopping Centre Shop 4 29-65 Station St,Koo Wee Rup,VIC,3981,(03) 5997 1434,https://www.directchemistoutlet.com.au/,,,-38.198673,145.487085,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Lalor,Chemist & Pharmacy Stores,338-340 Station St,Lalor,VIC,3075,(03) 9465 3749,http://directchemistoutlet.com.au,,,-37.67278,145.016407,,,,,,Active,50 144 889 636,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Leopold,Chemist & Pharmacy Stores,"Shop 1, Gateway Plaza Leopold, 641-659 Bellarine Hwy",Leopold,VIC,3224,(03) 5250 3222,https://www.directchemistoutlet.com.au/,,,-38.185331,144.453594,,,,,,Active,89 366 047 049,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Maffra,Chemist & Pharmacy Stores,110 Johnson St,Maffra,VIC,3860,(03) 5147 1504,https://www.directchemistoutlet.com.au/,,,-37.96686,146.977005,,,,,,Active,71 833 802 955,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Maroochydore,Chemist & Pharmacy Stores,25 Maud St,Maroochydore,QLD,4558,(07) 5443 2913,https://www.directchemistoutlet.com.au/,,,-26.658286,153.094067,,,,,,Active,59 511 460 339,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Merimbula,Chemist & Pharmacy Stores,9 Merimbula Dr,Merimbula,NSW,2548,(02) 6495 2344,,,,-36.887517,149.909804,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Mornington,Chemist & Pharmacy Stores,36 Main St,Mornington,VIC,3931,(03) 5975 2677,https://www.directchemistoutlet.com.au/,,,-38.217492,145.037991,,,,,,Active,78 573 177 025,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet North Point,Chemist & Pharmacy Stores,"Shop 1, Northpoint Shopping Centre, 72 Mortlake Rd",Warrnambool,VIC,3280,(03) 5561 3755,https://www.directchemistoutlet.com.au/,,,-38.368629,142.494613,,,,,,Active,74 504 739 124,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Ocean Grove,Chemist & Pharmacy Stores,"Shop 1, Marketplace Shopping Centre, 2-20 Kingston Downs Dr",Ocean Grove,VIC,3226,(03) 5256 2322,https://www.directchemistoutlet.com.au/,,,-38.25829,144.548532,,,,,,Active,52 717 762 885,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Pacific Paradise Pharmacy,Chemist & Pharmacy Stores,Shop 5 North Shore Village 722-728 David Low Way,Pacific Paradise,QLD,4564,(07) 5448 9688,https://www.directchemistoutlet.com.au/,pacificparadise.pharmacy@nunet.com.au,,-26.614821,153.083528,,,,2002,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Point Cook,Chemist & Pharmacy Stores,"Shop 102, Stockland Point Cook Shopping Centre, Corner Dunnings Rd &amp;amp Boardwalk Blv",Point Cook,VIC,3030,(03) 9395 0179,https://www.directchemistoutlet.com.au/,,,-37.882041,144.735378,,,,,,Active,30 434 472 409,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Reservoir,Chemist & Pharmacy Stores,4 Edwardes St,Reservoir,VIC,3073,(03) 9462 1423,https://www.directchemistoutlet.com.au/,,,-37.715958,145.005974,,,,,,Active,15 347 646 962,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Ripponlea,Chemist & Pharmacy Stores,93 Glen Eira Rd,Ripponlea,VIC,3185,(03) 9523 9621,https://www.directchemistoutlet.com.au/,,,-37.876684,144.997623,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Riverdale,Chemist & Pharmacy Stores,"Shop 4, Riverdale Shopping Centre, 200 Hummingbird Blv",Tarneit,VIC,3029,(03) 8737 9588,https://www.directchemistoutlet.com.au/,,,-37.834024,144.651566,,,,,,Active,49 207 313 669,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Rothwell,Chemist & Pharmacy Stores,Shop 2 763 Deception Bay Rd,Rothwell,QLD,4022,(07) 3204 9244,https://www.directchemistoutlet.com.au/,,,-27.214069,153.046013,,,,,,Active,43 418 779 911,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Sapphire Marketplace,Chemist & Pharmacy Stores,"Shop Mm 01, Sapphire Marketplace",Bega,NSW,2550,(02) 6492 0500,https://www.directchemistoutlet.com.au,,,-36.675681,149.840999,,,,,,Active,52 302 505 542,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Somerville Plaza,Chemist & Pharmacy Stores,"Shop 23, Somerville Plaza Shopping Centre, 17 Eramosa Road West",Somerville,VIC,3912,(03) 5977 8177,https://www.directchemistoutlet.com.au/,,,-38.22423,145.171914,,,,,,Active,47 753 809 910,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet South Oakleigh,Chemist & Pharmacy Stores,1146-1148 North Rd,Oakleigh South,VIC,3167,(03) 9570 6278,https://www.directchemistoutlet.com.au/,,,-37.909834,145.086188,,,,,,Active,26 157 006 362,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Strathpine,Chemist & Pharmacy Stores,130-134 Gympie Rd,Strathpine,QLD,4500,(07) 3205 3034,https://www.directchemistoutlet.com.au/,,,-27.313329,152.991477,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Tarneit West,Chemist & Pharmacy Stores,Shop 12 540 Tarneit Rd,Tarneit,VIC,3029,(03) 8742 2644,https://www.directchemistoutlet.com.au/,,,-37.859981,144.666267,,,,,,Active,40 937 838 638,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Warralily,Chemist & Pharmacy Stores,"Shop 6, The Village Warralily, Corner Barwon Heads Road and Central Boulevard",Armstrong Creek,VIC,3217,(03) 5264 5777,http://www.directchemistoutlet.com.au,,,-38.231004,144.372007,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Werribee Village,Chemist & Pharmacy Stores,"Shop 10a, Werribee Village Shopping Centre, Corner Tarneit and Shaws Rds",Werribee,VIC,3030,(03) 9731 1991,https://www.directchemistoutlet.com.au/,werribee@directchemistoutlet.com.au,,-37.88891,144.661522,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Direct Chemist Outlet Westsprings,Chemist & Pharmacy Stores,"Unit C 01, West Springs Central, 1042 Western Hwy",Caroline Springs,VIC,3023,(03) 9972 0440,https://www.directchemistoutlet.com.au/,,,-37.758293,144.74811,,,,,,Active,29 118 894 865,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Discount Drug Store Nelson Bay,Chemist & Pharmacy Stores,Shop 1 Woolworths Shopping Centre Shop 1 Donald St,Nelson Bay,NSW,2315,(02) 4981 1237,www.discountdrugstores.com.au,forestlakes@discountdrugstores.com.au,,-31.911032,152.460002,,,,2001,,,,,AUS,DDS,SIG,Mergeco
Discount Drug Stores Highfields,Chemist & Pharmacy Stores,2-4 Plaza Cir,Highfields,QLD,4352,(07) 4615 5600,,,,-27.45876,151.95967,,,,,,,,,AUS,DDS,SIG,Mergeco
Discount Vitamin Warehouse,Chemist & Pharmacy Stores,50 King William St,Adelaide,SA,5000,(08) 8211 8300,,,,-34.92329,138.599892,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Ditton's Pharmacy,Chemist & Pharmacy Stores,77 Byron St,Inverell,NSW,2360,(02) 6722 2639,,dittons@alliancepharmacy.com.au,,-29.772966,151.113034,14 497 427 881,,1-Oct,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dixon's Pharmacy,Chemist & Pharmacy Stores,112 Goldie St,Wynyard,TAS,7325,(03) 6442 2132,http://www.dixonspharmacy.com.au,kathryn@dixonspahrmacy.com.au,,-40.989878,145.726478,,,,1894,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Doctors Road AllCare Pharmacy,Chemist & Pharmacy Stores,1 Doctors Rd,Morphett Vale,SA,5162,(08) 8384 8780,,,,-35.136287,138.524992,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dodds Pharmacy,Chemist & Pharmacy Stores,17 Anglo Rd,Campsie,NSW,2194,(02) 9026 3890,,doddspharm@nexon.com.au,,-33.910953,151.102694,,,,,,Active,36 680 414 934,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dog Swamp Pharmacy,Chemist & Pharmacy Stores,Shop 4 Dog Swamp Shopping Centre,Tuart Hill,WA,6060,(08) 9444 6325,,,,-31.91166,115.84743,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Domenic Marchione Pharmacy,Chemist & Pharmacy Stores,15 Centreway,Keilor East,VIC,3033,(03) 9336 1323,,,,-37.733385,144.866721,,,Nov-20,,Wide range of products available,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Donald Pharmacy,Chemist & Pharmacy Stores,62 Woods St,Donald,VIC,3480,(03) 5497 1240,http://www.caremorepharmacy.com.au,donald@caremorepharmacy.com.au,,-36.370416,142.981692,,,,,,Active,67 189 547 335,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Donald Road Value Pharmacy,Chemist & Pharmacy Stores,Unit 3/ 100 Donald Rd,Redland Bay,QLD,4165,(07) 3206 9469,,,,-27.63695,153.30551,,,,,,Active,94 424 659 276,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dongara Guardian Pharmacy,Chemist & Pharmacy Stores,Shop 2 30 Smith St,Dongara,WA,6525,(08) 9927 1132,www.guardianpharmacies.com.au/store-locator/dongara-pharmacy,,,-29.25050122,114.9344526,,,,,,,,,AUS,Guardian,SIG,Mergeco
Donsworth Pharmacy,Chemist & Pharmacy Stores,7 Hill End Rd,Doonside,NSW,2767,(02) 9622 4411,,,,-33.763155,150.869742,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Doonside (Natoli) Pharmacy,Chemist & Pharmacy Stores,4 Hill End Rd,Doonside,NSW,2767,(02) 9622 1847,,,,-33.763269,150.869096,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dora Creek Pharmacy,Chemist & Pharmacy Stores,2/8 Doree Pl,Dora Creek,NSW,2264,(02) 4973 1320,https://business.google.com/website/dora-creek-pharmacy,,,-33.08494,151.50289,87 635 391 248,,1-Oct,2001,,Active,87 635 391 248,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dorrigo Plateau Pharmacy,Chemist & Pharmacy Stores,67 Hickory St,Dorrigo,NSW,2453,(02) 6657 2005,,,,-30.339296,152.7124,,,,,,Active,54 735 647 743,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Douglas Park Pharmacy,Chemist & Pharmacy Stores,Shop 2a 147 Camden Rd,Douglas Park,NSW,2569,(02) 4632 8554,,douglasparkpharmacy@yahoo.com,,-34.182527,150.711265,,,,,,Active,23 168 171 275,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Downie's Pharmacy,Chemist & Pharmacy Stores,255 Hector St,Sefton,NSW,2162,(02) 9644 4949,,,,-33.895201,151.004523,,,,,,Active,24 454 218 319,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Drew's Pharmacy,Chemist & Pharmacy Stores,Ground Floor Shop 3 73 Mount St,North Sydney,NSW,2060,(02) 9922 6869,,,,-33.839377,151.207613,17 221 149 811,,,,,Active,17 221 149 811,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Drews Soul Pattinson Chemist,Chemist & Pharmacy Stores,Shop 12 MLC Concourse 105 Miller St,North Sydney,NSW,2060,(02) 9955 3624,,,,-33.83836,151.20749,,,,,,,,,AUS,Soul Pattinson Chemist,API,API
Drive Thru Pharmacy,Chemist & Pharmacy Stores,18 Bonegilla Rd,Griffith,NSW,2680,(02) 6964 5570,,,,-34.29082,146.052813,,,,,,Active,84 803 749 254,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Drugstore Depot,Chemist & Pharmacy Stores,90-92 King St,Newtown,NSW,2042,(02) 9557 1376,,mail@chemistatnewtown.com.au,,-33.893348,151.184959,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dublin Street Pharmacy,Chemist & Pharmacy Stores,54 Dublin St,Smithfield,NSW,2164,(02) 9604 5252,,,,-33.85488,150.9244,,,,,,Active,16 388 900 645,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dulwich Hill Pharmacy,Chemist & Pharmacy Stores,475- 477 Marrickville Rd,Dulwich Hill,NSW,2203,(02) 9569 8880,,,,-33.904,151.14333,,,,,,Active,93 358 935 046,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dunearn Pharmacy,Chemist & Pharmacy Stores,Shop 1/ 11A Dunearn Rd,Dandenong North,VIC,3175,(03) 9792 5854,,halamagdy3@gmail.com,,-37.967866,145.202767,,,,,,Active,28 163 588 323,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dunolly Pharmacy,Chemist & Pharmacy Stores,119 Broadway,Dunolly,VIC,3472,(03) 5468 1522,,dunollypharmacy@yahoo.com.au,,-36.858141,143.730875,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dunsborough Pharmacy,Chemist & Pharmacy Stores,Shop 16/ 55 Dunn Bay Rd,Dunsborough,WA,6281,(08) 9755 3272,,,,-33.61575,115.10472,,,,,,Active,17 693 531 519,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Dupuy's Pharmacy,Chemist & Pharmacy Stores,12-14 Grandview Drive &quot;Greenfields&quot;,North Mackay,QLD,4740,(07) 4942 3274,,,,-21.121095,149.158862,,,,,,Active,37 089 198 967,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Eagle Heights Pharmacy,Chemist & Pharmacy Stores,Shop 1/ 17 Southport Ave,Tamborine Mountain,QLD,4272,(07) 5545 1441,,ehpharm@bigpond.com,,-27.923392,153.205763,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Eaglehawk Pharmacy,Chemist & Pharmacy Stores,Shop 1 2 89 Victoria St,Eaglehawk,VIC,3556,(03) 5446 1020,,,,-36.719322,144.253694,,,,,,Active,87 418 246 469,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Earlville Discount Drug Store,Chemist & Pharmacy Stores,Shop 35 Stocklands Shopping Centre Mulgrave Rd,Earlville,QLD,4870,(07) 4033 7200,www.discountdrugstores.com.au,earlville@discountdrugstores.com.au,,-16.944648,145.739429,,,,2001,,,,,AUS,DDS,SIG,Mergeco
East Albury Pharmacy,Chemist & Pharmacy Stores,1/188 Borella Rd,East Albury,NSW,2640,(02) 6023 5454,,,,-36.07625,146.93929,73 800 689 019,,1-Oct,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
East Bentleigh Pharmacy,Chemist & Pharmacy Stores,953 Centre Rd,Bentleigh East,VIC,3165,(03) 9570 5664,,eb.pharmacy@gmail.com,,-37.922736,145.074277,,,,,,Active,28 644 922 734,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
East Fremantle Pharmacist Advice,Chemist & Pharmacy Stores,Silas St,East Fremantle,WA,6158,(08) 9339 1259,,,,-32.042186,115.76464,,,,,,,,,AUS,Pharmacist Advice,API,API
East Geelong Discount Drug Store,Chemist & Pharmacy Stores,1 Ormond Rd,East Geelong,VIC,3219,(03) 5229 5565,www.discountdrugstores.com.au,eastgeelong@discountdrugstores.com.au,,-38.155351,144.37217,,,,2001,,,,,AUS,DDS,SIG,Mergeco
East Gosford Pharmacy,Chemist & Pharmacy Stores,69 Victoria St,Gosford East,NSW,2250,(02) 4325 2431,,,,-33.437809,151.354022,,,,,,Active,30 719 291 516,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
East Hills Pharmacy,Chemist & Pharmacy Stores,31 MacLaurin Ave,East Hills,NSW,2213,(02) 9773 9820,,,,-33.962821,150.983826,,,,,,Active,35 413 979 917,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
East Lindfield Pharmacy,Chemist & Pharmacy Stores,5 Hughes Place,East Lindfield,NSW,2070,(02) 9416 3432,https://www.eastlindfieldpharmacy.com.au/,mail@eastlindfieldpharmacy.com.au,,-33.767634,151.187593,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
East Tamworth Pharmacy,Chemist & Pharmacy Stores,Se 101 279B Marius St,Tamworth,NSW,2340,(02) 6763 4200,east-tamworth-pharmacy.business.site,,,-31.096248,150.937249,,,,,,Active,44 534 312 737,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
East Vermont Pharmacy,Chemist & Pharmacy Stores,Shop 2/ 607 Canterbury Rd,Vermont,VIC,3133,(03) 9874 6169,,,,-37.83292,145.2085,,,,,,Active,73 938 136 564,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
East Wahroonga Pharmacy,Chemist & Pharmacy Stores,Shop 6 46 Hampton Ave,East Wahroonga,NSW,2076,(02) 9489 5632,,,,-33.711269,151.137505,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Eastfield Pharmacy,Chemist & Pharmacy Stores,23 The Mall,Croydon South,VIC,3136,(03) 9723 1093,,,,-37.8116,145.27033,,,,,,Active,51 412 821 899,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Eastlakes Pharmacy,Chemist & Pharmacy Stores,30 Bkk Eastlakes Shopping Ctr,Eastlakes,NSW,2018,(02) 9667 2570,,,,-33.925054,151.21159,,,,,,Active,81 897 842 940,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Eastwood Healthfirst Pharmacy,Chemist & Pharmacy Stores,9 Progress Ave,Eastwood,NSW,2122,(02) 9874 1769,,,,-33.790461,151.080384,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Eastwood Night & Day Pharmacy,Chemist & Pharmacy Stores,86- 88 Rowe St,Eastwood,NSW,2122,(02) 9874 5187,,,,-33.79136,151.08408,,,,,,Active,72 175 428 139,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Eatons Hill Discount Drug Store,Chemist & Pharmacy Stores,Shop A 1 6 12 Bunya Park Dr,Eatons Hill,QLD,4037,(07) 3325 3733,www.discountdrugstores.com.au,forestlakes@discountdrugstores.com.au,,-27.337513,152.959603,,,,2001,,,,,AUS,DDS,SIG,Mergeco
Eddie's Pharmacy,Chemist & Pharmacy Stores,211B Ramsgate Rd,Ramsgate Beach,NSW,2217,(02) 9529 3367,,eddiespharmacy@live.com.au,,-33.986185,151.146024,21 490 569 383,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
EDEN RISE PHARMASAVE PHARMACY,Chemist & Pharmacy Stores,1 Oshea Rd,Berwick,VIC,3806,(03) 8794 7920,,,,-38.061694,145.339254,,,,,,,,,AUS,Pharmasave,SIG,Mergeco
Edens Landing Low Price Pharmacy,Chemist & Pharmacy Stores,Shop 2/ 147 Castile Crst,Edens Landing,QLD,4207,(07) 3805 7077,,,,-27.69858,153.16638,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Edgecombe Amcal Chemists,Chemist & Pharmacy Stores,Fairview Green Shopping Centre 325 Hancock Rd,Fairview Park,SA,5126,(08) 8251 1305,,,,-34.802285,138.717891,,,,,,,,,AUS,Amcal,SIG,Mergeco
Edgecombe E D & M,Chemist & Pharmacy Stores,325 Hancock Rd,Fairview Park,SA,5126,(08) 8251 1305,www.amcal.com.au/store-locator/show/228?State=SA,,,-34.802285,138.717891,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Eildon Pharmacy,Chemist & Pharmacy Stores,18A Main St,Eildon,VIC,3713,(03) 5774 2626,,,,-37.232937,145.910097,,,,,,Active,79 551 656 409,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Eisner's Guardian Pharmacy,Chemist & Pharmacy Stores,79 High St,Mansfield,VIC,3722,(03) 5775 2028,,,,-37.05175,146.089306,82 620 783 405,,1-Oct,2000,,,,,AUS,Guardian,SIG,Mergeco
Elizabeth Hope Pharmacy,Chemist & Pharmacy Stores,346 Main Rd,Glenorchy,TAS,7010,(03) 6272 7138,,,,-42.833699,147.27793,26 100 170 703,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Elizabeth Medical Centre Pharmacy,Chemist & Pharmacy Stores,30 Philip Hwy,Elizabeth,SA,5112,(08) 8255 3800,,,,-34.722671,138.668173,,,,,,Active,73 702 487 373,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Elizabeth Park Chemmart Pharmacy,Chemist & Pharmacy Stores,110 Yorktown Rd,Elizabeth Park,SA,5113,(08) 8255 1088,www.soulpattinson.com.au,,,-34.709412,138.684816,,,,,,,,,AUS,Chemmart,EBO,EBO
Elizabeth St Chemmart,Chemist & Pharmacy Stores,14 Elizabeth St,Acacia Ridge,QLD,4110,(07) 3277 4220,,,,-27.589605,153.027271,,,,,,,,,AUS,Chemmart,EBO,EBO
Elizabeth Street Pharmacy,Chemist & Pharmacy Stores,384 Elizabeth St,North Hobart,TAS,7000,(03) 6234 4530,,elizabethstreet@guardianpharm.net,,-42.873605,147.315214,12 112 598 966,,1-Oct,1992,,Active,12 112 598 966,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Elmore Pharmacy,Chemist & Pharmacy Stores,78-80-80 Railway Pl,Elmore,VIC,3558,(03) 5432 6600,,,,-36.494625,144.609293,,,,,,Active,87 626 533 736,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Eltham Ridge Pharmacy,Chemist & Pharmacy Stores,284 Bolton St,Eltham,VIC,3095,(03) 9431 3413,,,,-37.719892,145.137974,,,,,,Active,77 163 196 265,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Emerald Discount Drug Store,Chemist & Pharmacy Stores,"Shop 1, Mayfair Shops, Mayfair Drv",Emerald,QLD,4720,(07) 4987 7419,,,,-23.55609,148.167134,,,,,Wide range of in store health services,,,,AUS,DDS,SIG,Mergeco
Emerald Lakes Pharmacy,Chemist & Pharmacy Stores,,Carrara,QLD,4211,(07) 5594 3305,,,,-28.0051447,153.3507475,,,,,QML Pathology on the Premises,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Emerald Village Pharmacy,Chemist & Pharmacy Stores,8 Kilvington Dr,Emerald,VIC,3782,(03) 5968 3023,,,,-37.932891,145.440426,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Emerton Pharmacy,Chemist & Pharmacy Stores,33 Emerton Village Shopng Ctr,Emerton,NSW,2770,(02) 9628 6868,,,,-33.74343,150.80952,,,,,,Active,49 380 186 046,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Emporio Pharmacy Maroochydore,Chemist & Pharmacy Stores,2 Emporio Pl,Maroochydore,QLD,4558,(07) 5479 2377,http://www.emporiopharmacy.com.au,emporiopharmacy@gmail.com,,-26.65781,153.081781,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Emu Plains Pharmacy,Chemist & Pharmacy Stores,2/ 101 Great Western Hwy,Emu Plains,NSW,2750,(02) 4735 6244,,eppharmacy@gmail.com,,-33.74638,150.67256,,,1-Oct,1990,Local & reliable,Active,25 876 473 754,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Epic Pharmacy Berwick,Chemist & Pharmacy Stores,1 Gibb St,Berwick,VIC,3806,(03) 9709 1427,,,,-38.034433,145.343701,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Epic Pharmacy Hollywood,Chemist & Pharmacy Stores,101 Monash Ave,Nedlands,WA,6009,(08) 9389 3500,,,,-31.968916,115.809604,,,,,,Active,46 741 078 217,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Epic Pharmacy Newcastle,Chemist & Pharmacy Stores,14 Lookout Rd,New Lambton Heights,NSW,2305,(02) 4941 8716,,,,-32.922553,151.698684,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Epic Pharmacy Sandgate,Chemist & Pharmacy Stores,Level 1/ 60 Wakefield St,Sandgate,QLD,4017,(07) 3869 3655,,,,-27.309842,153.061277,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Epping Chemmart Pharmacy,Chemist & Pharmacy Stores,36 Langston Pl,Epping,NSW,2121,(02) 9876 3175,http://www.chemmart.com.au/,epping@chemmartpharmacy.com.au,,-33.77291,151.08289,,,,,,,,,AUS,Chemmart,EBO,EBO
